date name_first_line
2015-05-01T09:35:25Z "AMQP-494: Extract RoutingConnectionFactory Iface"
2015-04-30T20:30:09Z "AMQP-444: Multi-Method @RabbitListener"
2015-04-30T11:13:33Z "AMQP-473: RabbitManagementTemplate"
2015-04-30T09:37:14Z "AMQP-416: Deprecate id on <listener-container/>"
2015-04-27T15:48:38Z "AMQP-443: Auto-Declare @RabbitListener Queues"
2015-04-27T15:44:35Z "AMQP-492: Enhance Timeout Exception (RPC)"
2015-04-27T15:06:53Z "AMQP-455: Pub. Confirms with Send and Receive"
2015-04-27T15:03:06Z "AMQP-450: Support Reply Routing via Exchange"
2015-04-27T14:23:37Z "AMQP-493: Add Consumer Tag Naming Strategy"
2015-04-23T13:08:33Z "AMQP-139: Expose isTransactional() on Channel"
2015-04-22T17:33:17Z "AMQP-490: Suppress ERROR on Normal Close"
2015-04-22T17:17:30Z "AMQP-462: Batching and Compression Docs"
2015-04-09T16:01:33Z "AMQP-489: Enhanced RepublishMessageRecoverer"
2015-04-07T09:19:21Z "Fixed 1.5 line in spring.schemas"
2015-04-03T17:29:32Z "Add ""Real"" Routing Connection Factory Test"
2015-04-03T16:35:41Z "AMQP-467: INFO Log When Connection is Opened"
2015-04-03T10:36:47Z "AMQP-487: Fix NPE in the CachingConnectionFactory"
2015-03-19T21:17:08Z "AMQP-486: Fix Version in QuickStart"
2015-03-19T07:22:47Z "AMQP-486 Convert from DocBook to AsciiDoc"
2015-03-17T10:36:23Z "AMQP-485: Fix `SimpleMessageLContainer` JavaDoc"
2015-03-16T18:54:37Z "AMQP-484: Selectable SSL Algo"
2015-03-04T19:19:05Z "AMQP-482: Make LongString Limit Configurable"
2015-02-16T13:53:17Z "AMQP-477: Update to Gradle 2.3"
2015-02-10T19:26:21Z "AMQP-475: Minor Polishing"
2015-02-10T09:45:22Z "AMQP-476: Fix Package Tangle"
2015-02-09T20:42:44Z "AMQP-474:Log Appenders appId Replacement Once Only"
2015-02-09T08:54:18Z "AMQP-475: Don't Catch Throwable"
2015-02-06T20:20:21Z "AMQP-474: Fix Log Appenders"
2015-01-30T21:05:22Z "AMQP-469 Introduce `Connection#sendAndReceiveRPC`"
2015-01-30T17:17:50Z "AMQP-472: Namespace for Declaration Retries"
2015-01-30T16:01:27Z "AMQP-472: Recover From Conn. Close During Init"
2015-01-29T11:06:11Z "Optimization for `DeclarationException`"
2015-01-28T14:48:09Z "AMQP-470 Make `basicQos` IOException non-fatal"
2015-01-12T16:09:44Z "AMQP-466: Reinstate and Deprecate Constant"
2015-01-10T18:37:11Z "AMQP-466: Move Direct reply-to Decoding to Address"
2015-01-08T19:42:56Z "AMQP-447 Ignore empty string passsed to AbstractConnectionFactory.setAddresses()"
2015-01-08T19:35:59Z "Add 1.5 Schema"
2015-01-08T18:09:10Z "Update master to 1.5.0.BUILD-SNAPSHOT"
2015-01-08T16:04:28Z "[artifactory-release] Next development version"
2015-01-08T16:04:18Z "[artifactory-release] Release version 1.4.2.RELEASE"
2015-01-08T15:53:46Z "AMQP-138: Add `What's New` about ContentTypeMC"
2015-01-08T14:40:29Z "AMQP-138: Add Content-Type Message Converter"
2015-01-05T19:45:25Z "AMQP-463: Fix Publisher Confirms with JRockit"
2015-01-05T15:41:45Z "AMQP-457: ListenerContainer Provide Consumer Queue"
2015-01-05T13:55:18Z "AMQP-459: Add Channel Limit Option to CCF"
2014-12-26T17:34:20Z "Fix CCF Javadocs For CacheMode.CONNECTION"
2014-12-23T19:37:53Z "AMQP-458 Fix Typo in `amq.rabbitmq.reply-to`"
2014-12-20T21:26:30Z "[artifactory-release] Next development version"
2014-12-20T21:26:20Z "[artifactory-release] Release version 1.4.2.M2"
2014-12-20T21:15:20Z "XD-2079: Classloader for ContainerDelegate"
2014-12-18T20:15:45Z "[artifactory-release] Next development version"
2014-12-18T20:15:33Z "[artifactory-release] Release version 1.4.2.M1"
2014-12-18T17:41:27Z "AMQP-451: Change Release to Return Collection"
2014-12-18T15:56:36Z "AMQP-456: Don't ERROR Log For Passive Declare"
2014-12-17T23:29:42Z "AMQP-453: NPE if no ContentEncoding Property"
2014-12-17T22:33:57Z "AMQP-453: Support Compression"
2014-12-12T17:58:00Z "[artifactory-release] Next development version"
2014-12-12T17:57:48Z "[artifactory-release] Release version 1.4.1.RELEASE"
2014-12-12T16:19:44Z "AMQP-451: Support Flushing Batch"
2014-12-11T23:15:06Z "AMQP-451 Override 4 Argument send() (Batching)"
2014-12-11T19:34:42Z "Dump Default SF to 4.1.3; amqp-client to 3.4.2"
2014-12-11T17:55:34Z "AMQP-452: PRC: RemoteInvocResult for exceptions"
2014-12-11T17:16:29Z "AMQP-446 Reduce Logs for Temporary Declarations"
2014-12-11T11:07:43Z "AMQP-451 Batching RabbitTemplate"
2014-12-08T17:15:07Z "AMQP-448 Support 3.4.x Direct reply-to"
2014-12-01T15:22:38Z "AMQP-445: Move build to Java 8"
2014-11-13T18:15:32Z "Fix Test Timing Issues"
2014-11-11T14:48:26Z "[artifactory-release] Next development version"
2014-11-11T14:48:16Z "[artifactory-release] Release version 1.4.0.RELEASE"
2014-11-11T13:14:51Z "AMQP-437: Update Spring, RabbitMQ Versions"
2014-11-10T14:36:04Z "AMQP-439: RabbitListener.queues: add SpEL support"
2014-10-31T10:26:30Z "AMQP-438: Fix `MessagingMessageListenerAdapter`"
2014-10-23T18:19:18Z "[artifactory-release] Next development version"
2014-10-23T18:19:07Z "[artifactory-release] Release version 1.4.0.RC1"
2014-10-23T15:38:44Z "AMQP-411 Document Listener Container Threading"
2014-10-23T09:00:54Z "AMQP-435 RabbitMQ Client 3.4.x Compatibility"
2014-10-23T08:40:40Z "AMQP-426 SMLC: Support Routing Connection Factory"
2014-10-22T21:14:55Z "AMQP-434 Make MessageConv.Ex. an AmqpException"
2014-10-21T16:09:50Z "AMQP-431: Add `RabbitTemplate.recoveryCallback`"
2014-10-20T13:12:27Z "AMQP-430 Fix Package Tangle"
2014-10-17T18:07:33Z "AMQP-432: Properly convert BasicProperties values to and from"
2014-10-16T13:09:38Z "AMQP-428: Add Logback `AmqpAppender`"
2014-10-15T17:45:10Z "AMQP-406: Add RoutingCF to the RabbitTemplate"
2014-10-13T20:38:10Z "AMQP-429: Change `@SendTo` Logic to `Address`"
2014-10-13T15:12:52Z "AMQP-422 PublisherCallbackChannel: Postpone Close"
2014-10-08T07:45:40Z "AMQP-425 Add @RabbitListener Documentation"
2014-10-03T08:10:09Z "AMQP-273: mandatoryExpression for RabbitTemplate"
2014-10-01T10:04:19Z "AMQP-407 Redeclare AMQP Objects if Missing"
2014-09-26T13:05:03Z "AMQP-388 Issue basicCancel from container on stop"
2014-09-26T09:16:29Z "AMQP-391 Expose 'connection-timeout' on Namespace"
2014-09-04T19:55:21Z "Update Spring Retry to 1.1.1"
2014-09-04T19:19:28Z "[artifactory-release] Next development version"
2014-09-04T19:19:25Z "[artifactory-release] Release version 1.4.0.M1"
2014-09-04T18:57:55Z "AMQP-426 Refactor MessagingMessageListnerAdapter"
2014-09-04T13:31:12Z "Update to SF 4.1; Fix Javadocs"
2014-09-03T23:19:33Z "AMQP-351 AMQP-379 Stop Container when Fatal Errors"
2014-09-03T15:37:28Z "Add RabbitMessagingTemplate"
2014-09-02T19:30:07Z "AMQP-423, AMQP-399 AmqpAppender Enhancements"
2014-09-02T16:16:54Z "AMQP-424 PlaceHolder Resolution in @RabbitListener"
2014-08-27T16:07:43Z "AmqpHeaders: add `PUBLISH_CONFIRM_NACK_CAUSE`"
2014-08-22T13:59:11Z "Fix spring-schemas"
2014-08-22T13:50:54Z "AMQP-414: Annotation-driven Endpoints Schema"
2014-08-21T13:52:06Z "Update master Version to 1.4.0.BUILD-SNAPSHOT"
2014-08-18T08:07:33Z "AMQP-417 Fix Failing Test"
2014-08-14T12:30:41Z "AMQP-417 CoExist With AutoRecoveryEnabled"
2014-08-12T14:08:45Z "AMQP-421: Fix Memory Leak with Publisher Confirms"
2014-08-11T14:58:34Z "AMQP-414: Rabbit annotation-driven endpoints"
2014-07-23T05:58:18Z "AMQP-413 Add RabbitConnectionFactoryBean for SSL"
2014-07-22T16:15:48Z "AMQP-408 channelTransacted=true when txManager"
2014-07-11T08:03:14Z "AMQP-409 Allow Late Replies to go to a DLQ"
2014-07-02T14:08:59Z "Fix Occasional Failing Test"
2014-06-27T17:55:36Z "Update Spring Framework, RabbitMQ Client Versions"
2014-06-27T16:32:48Z "Fix Test Timing; Reduce Test Log Size"
2014-06-27T15:07:25Z "AMQP-405: Improve `AbstractRoutingConnectionFactory`"
2014-06-24T13:17:21Z "AMQP-403 Add Cause to Nack Callback"
2014-06-23T21:17:11Z "AMQP-402 Fix Error Log on Normal Channel Close"
2014-06-21T16:29:09Z "AMQP-402 Log When Broker Closes Channel"
2014-06-20T19:56:37Z "AMQP-400 Add 'missing-queue-fatal' Attribute"
2014-06-20T17:41:32Z "Master is Now 1.4"
2014-06-18T22:44:36Z "AMQP-220 Fix Docs Re: Sync Consumer"
2014-06-18T22:01:54Z "AMQP-398: Fix SpEL for `Queue` bean resolution"
2014-06-18T21:10:50Z "AMQP-400 Fix Docbook Typo"
2014-06-18T20:40:45Z "AMQP-400 Optionally Recover From Missing Queue(s)"
2014-06-18T15:08:30Z "AMQP-397 Explicit 'localhost' For All Tests"
2014-05-29T17:37:55Z "[artifactory-release] Next development version"
2014-05-29T17:37:50Z "[artifactory-release] Release version 1.3.4.RELEASE"
2014-05-29T17:08:50Z "AMQP-396: set QOS even if queueDeclare fails"
2014-05-29T16:44:41Z "AMQP-395 Restore Exception Logging"
2014-05-16T20:32:18Z "AMQP-395 Log Warn When Retries Exhausted"
2014-05-14T13:26:47Z "[artifactory-release] Next development version"
2014-05-14T13:26:43Z "[artifactory-release] Release version 1.3.3.RELEASE"
2014-05-14T11:26:22Z "Add the Spring IO plugin"
2014-05-13T15:45:44Z "AMQP-392 Update to spring-retry 1.1.0"
2014-05-10T07:22:17Z "AMQP-394 Support Rabbit 3.3.x Client"
2014-04-30T12:46:22Z "Fix iAnother Typo in Routing CF Docbook"
2014-04-30T12:36:50Z "Fix Typo in Routing CF Docbook"
2014-04-24T20:43:00Z "[artifactory-release] Next development version"
2014-04-24T20:42:56Z "[artifactory-release] Release version 1.3.2.RELEASE"
2014-04-21T18:52:18Z "AMQP-390 Add ConditionalRejectingErrorHandler"
2014-04-02T18:50:14Z "Polish RabbitAdminTests"
2014-04-02T13:30:58Z "Remove overlapping test dependencies"
2014-03-31T22:27:17Z "Prevent Travis from Emitting ANSI CTRL Chars"
2014-03-31T21:06:27Z "Rename .travis.yml"
2014-03-31T19:39:04Z "Add travis.yml"
2014-03-30T14:29:00Z "[artifactory-release] Next development version"
2014-03-30T14:28:55Z "[artifactory-release] Release version 1.3.1.RELEASE"
2014-03-30T14:15:04Z "AMQP-387 Fix spring-retry Dependency"
2014-03-29T19:54:04Z "Fix Dockbook Typo"
2014-03-29T18:57:32Z "Docbook Polish"
2014-03-27T21:16:13Z "[artifactory-release] Next development version"
2014-03-27T21:16:09Z "[artifactory-release] Release version 1.3.0.RELEASE"
2014-03-27T13:20:15Z "Add Bamboo Build Status to README"
2014-03-26T21:36:00Z "AMQP-385 ErrorHandler and AmqpRejectAndDontRequeue"
2014-03-23T14:12:53Z "Fix Test Timing Problem"
2014-03-13T14:39:19Z "AMQP-384 Fix Test"
2014-03-12T13:16:53Z "Upgrade Jackson 2 to 2.3.2 version"
2014-03-09T15:41:41Z "AMQP-383 Polishing - Conditional Declaration"
2014-03-08T16:21:27Z "AMQP-383 Fix Auto-Delete Queue Redeclaration"
2014-03-07T16:49:54Z "[artifactory-release] Next development version"
2014-03-07T16:49:47Z "[artifactory-release] Release version 1.3.0.RC1"
2014-03-05T23:19:45Z "AMQP-382 Update Rabbit Client to 3.2.4"
2014-03-04T14:01:14Z "AMQP-381 Add Retry to RabbitTemplate"
2014-03-03T09:15:27Z "AMQP-360 Update Versions; Align with SI/SF 4"
2014-03-03T09:10:45Z "AMQP-205 Retry Interceptor Builder API"
2014-02-27T16:34:59Z "AMQP-378 Support Bulk Queue Changes"
2014-02-27T16:29:25Z "AMQP-375 Doc Fixes"
2014-02-26T16:29:42Z "Add Explict spring-context Dep. to spring-rabbit"
2014-02-26T16:26:19Z "AMQP-377: SMLC: Fix Consumers Map Race Condition"
2014-02-15T14:18:26Z "AMQP-374 Add BrokerRunning Rule to Test"
2014-02-09T19:14:51Z "AMQP-374 Test and Doc Example for Request Reply"
2014-02-09T18:57:43Z "AMQP-316 Support Exclusive Consumer"
2014-02-08T14:53:29Z "AMQP-373 Support Listen on auto-delete Queues"
2014-02-07T16:51:55Z "AMQP-312/372 Listener Container Queue Improvements"
2014-02-05T19:35:12Z "AMQP-357 Documentation About Client Thread Pool"
2014-02-04T21:07:02Z "Update Reference Copyright (2014)"
2014-02-04T14:05:14Z "AMQP-371 Fix Visibility of MessageBuilderSupport"
2014-01-30T21:40:47Z "[artifactory-release] Next development version"
2014-01-30T21:40:42Z "[artifactory-release] Release version 1.3.0.M2"
2014-01-30T21:06:03Z "AMQP-369: Fix AmqpAdmin-Declarable Class Tangle"
2014-01-30T20:18:45Z "AMQP-370 Add Rule to Container Test"
2014-01-30T19:55:21Z "AMQP-358: Cache CachedConnection's First Channel"
2014-01-29T18:01:23Z "AMQP-368 Support Variable Spring Versions"
2014-01-28T16:30:02Z "AMQP-367: Add `removeConnectionListener`"
2014-01-27T17:12:47Z "AMQP-366 StackTrace for ConsumerCancelledException"
2014-01-27T08:23:44Z "AMQP-365 Fix Test Race Condition; Polish Shutdown"
2014-01-24T19:31:20Z "AMQP-363: Fix `ignoresThrowable` for AmqpAppender"
2014-01-23T15:57:23Z "AMQP-364 Revert Long MesageProperties to long"
2014-01-15T20:01:10Z "AMQP-361 Fix Javadocs for JDK8"
2014-01-14T17:47:47Z "AMQP-359: Reset amqp-log4j to default after test"
2014-01-14T16:43:10Z "master: Build: -Dlog4j.debug=true to check on CI"
2014-01-13T17:54:03Z "AMQP-356 Reduce Test Log Levels"
2014-01-10T19:12:07Z "AMQP-306 Doc Fixes"
2014-01-10T17:43:33Z "[artifactory-release] Next development version"
2014-01-10T17:43:28Z "[artifactory-release] Release version 1.3.0.M1"
2014-01-10T15:59:56Z "Polishing What's New in 1.3 Section"
2014-01-10T12:11:09Z "AMQP-116 Add Paragraph on Tracer"
2014-01-10T12:09:56Z "AMQP-39 Add AMQP MessageBuilder"
2014-01-09T16:27:45Z "AMQP-45: Add Routing ConnectionFactory"
2014-01-08T15:48:42Z "AMQP-162 Fix ExchangeParser for binding-arguments"
2014-01-06T17:13:21Z "AMQP-353: Remove Deprecate API"
2014-01-06T17:10:54Z "AMQP-77 Support Multiple Connections with CCF"
2014-01-05T20:11:59Z "AMQP-72 Fix Race Condition in New Test"
2014-01-05T18:58:37Z "AMQP-72: Add AmqpTemplate#receiveAndReply Methods"
2014-01-04T15:23:15Z "AMQP-355 Fix Race Condition in Tests"
2014-01-03T16:34:58Z "AMQP-230: DirectExchange: Allow Omit `key` Attr"
2013-12-22T17:24:56Z "AMQP-347 Fix Connection Shutdown Test"
2013-12-21T17:41:14Z "AMQP-347-2: Remove aborted=true on ShutdownSignal"
2013-12-19T19:07:37Z "AMQP-346 Polish Docs - Message Rejection"
2013-12-19T18:02:10Z "AMQP-347: Restore Logs for Non-Normal Shutdown"
2013-12-19T17:30:17Z "AMQP-350 1.3 Schema"
2013-12-19T16:59:17Z "AMQP-345: Allow Broker Queue Name Generation"
2013-12-19T16:57:03Z "AMQP-347: SMLC: Catch ShutdownSignalException"
2013-12-19T14:58:24Z "AMQP-348 Support Consumer Arguments"
2013-12-10T17:17:16Z "AMQP-343: Upgrade Gradle and `testAll` task"
2013-12-10T17:02:01Z "AMQP-344 Use Spring Stylesheet For JDK 7 Javadocs"
2013-12-10T15:07:42Z "AMQP-342: Fix Listener Integration Tests"
2013-12-06T11:17:26Z "AMQP-306 Dynamic Consumers"
2013-12-02T22:13:02Z "AMQP-337 Emit Closed Event on All Closes"
2013-12-02T20:15:59Z "AMQP-340 Fatal on RabbitMQ Authentication Failure"
2013-12-02T15:31:57Z "AMQP-341: Add logic for System 'line.separator'"
2013-11-27T19:12:12Z "INT-334 Doc for Spring Retry 1.0.3"
2013-11-01T17:45:29Z "AMQP-339 Support Build with SPR 4.0.0"
2013-10-30T10:45:49Z "AMQP-338 Fix Listener Container Stop"
2013-10-02T22:42:40Z "Add TestUtils from SI"
2013-09-27T19:33:34Z "AMQP-241 Add package-info Files; Use SPR css"
2013-09-26T20:23:29Z "AMQP-336 Rule to Skip Long Integration Tests"
2013-09-26T10:17:29Z "AMQP-335: Add checkTestConfigs Gradle task"
2013-09-25T19:05:39Z "AMQP-290 Fix Exch. and Queue Argument refs"
2013-09-20T15:38:04Z "AMQP-332 Fix Multiple Listeners with Id"
2013-09-13T08:27:55Z "AMQP-330: fix JavaTypeMapper JsonArray conversion"
2013-09-06T14:14:37Z "AMQP-331 Fixed Threads do abord."
2013-08-24T12:56:56Z "Add Confirms/Returns Subsections to ToC"
2013-08-17T03:10:24Z "Update Developer List"
2013-07-12T18:22:00Z "[artifactory-release] Next development version"
2013-07-12T17:41:45Z "[artifactory-release] Release version 1.2.0.RELEASE"
2013-07-12T16:38:05Z "AMQP-326 Update Rabbit Client to 3.1.3"
2013-07-10T14:32:17Z "Merge pull request #111 from garyrussell/AMQP-327"
2013-07-09T16:09:58Z "AMQP-327 Fix Stack Overflow in log4j AmqpAppender"
2013-06-20T15:39:25Z "Revert to 1.2.0.BUILD-SNAPSHOT"
2013-06-20T15:31:03Z "[artifactory-release] Release version 1.2.0.RC1"
2013-06-20T14:22:18Z "Merge pull request #110 from garyrussell/AMQP-325"
2013-06-20T13:48:37Z "AMQP-325 JavaDoc HotFix Gradle Plugin"
2013-06-19T19:55:17Z "Merge pull request #109 from ghillert/AMQP-324"
2013-06-19T19:49:13Z "AMQP-324 - Fix Broken Links in Docs"
2013-06-19T19:27:37Z "AMQP-102 Fix Race Condition in txSize Test"
2013-06-19T18:33:59Z "Merge pull request #108 from garyrussell/AMQP-317"
2013-06-19T18:05:38Z "AMQP-317 Fix Copyright, Logo"
2013-06-19T15:18:18Z "Merge pull request #106 from garyrussell/AMQP-286"
2013-06-19T15:17:48Z "AMQP-286 Conditional Declaration (Queues etc)"
2013-06-19T13:46:48Z "Merge Pull request #107 from garyrussell-AMQP-323"
2013-06-19T13:43:29Z "AMQP-323 Fix Broken Mock Tests"
2013-06-19T13:43:28Z "AMQP-323 Polishing - PR Comments"
2013-06-19T13:43:28Z "AMQP-323 Prevent Hang When No Close Response"
2013-06-18T16:44:29Z "Merge pull request #104 garyrussell-AMQP-62"
2013-06-18T16:32:38Z "AMQP-62 Configure requestedHeartBeat Property"
2013-06-18T16:13:41Z "Merge Pull request #105 from garyrussell-AMQP-321"
2013-06-18T16:04:44Z "Merge pull request #102 from garyrussell/AMQP-102"
2013-06-18T16:03:17Z "AMQP-102 Verify Timeout and txSize Work Together"
2013-06-18T15:55:11Z "AMQP-321 Update RabbitMQ Client to 3.1.1"
2013-06-18T15:25:57Z "Merge pull request #100 from garyrussell/AMQP-319"
2013-06-18T15:23:39Z "AMQP-319 Don't Suppress Listener Stack Traces"
2013-06-18T14:52:42Z "Merge pull request #99 from garyrussell/AMQP-320"
2013-06-18T14:51:38Z "AMQP-320 Improve Reply Container Docs"
2013-06-18T04:34:46Z "Merge pull request #101 from garyrussell/AMQP-314"
2013-06-18T04:28:55Z "AMQP-314 Fix Package Tangle"
2013-06-18T04:23:45Z "Merge pull request #103 from garyrussell/AMQP-292"
2013-06-18T04:22:13Z "AMQP-292 Make Message Serializable"
2013-06-17T15:10:04Z "Merge pull request #96 from garyrussell/AMQP-310"
2013-06-17T14:54:16Z "AMQP-310 Don't Reject on a Container Stopping Ex."
2013-06-17T14:31:02Z "AMQP-289 More Doc Polish"
2013-06-14T12:39:14Z "AMQP-308 Fix Javadoc Issue"
2013-05-31T20:49:14Z "Merge pull request #98 from gregturn/AMQP-315"
2013-05-31T20:27:29Z "Add constructor call to support delegate and method name"
2013-05-29T16:47:23Z "AMQP-313 - Upgrade build to use SonarRunner Plugin"
2013-04-29T18:09:00Z "Merge pull request #94 from davidbilge/AMQP-308"
2013-04-29T18:07:09Z "AMQP-308 Add Spring Remoting over AMQP"
2013-04-25T02:29:32Z "Merge pull request #95 from garyrussell/AMQP-309"
2013-04-25T02:27:30Z "AMQP-309 Fix Listener Channel Issue"
2013-04-01T14:51:43Z "Revert Version to 1.2.0.BUILD-SNAPSHOT"
2013-04-01T14:12:42Z "[artifactory-release] Release version 1.2.0.M1"
2013-03-29T22:20:51Z "AMQP-303 Reinstate public Modifier"
2013-03-29T18:17:30Z "Merge pull request #84 from garyrussell/AMQP-271"
2013-03-29T18:14:58Z "AMQP-271 Allow Use of Standard CorrelationId Prop"
2013-03-29T17:53:19Z "Merge pull request #92 from ghillert/AMQP-305"
2013-03-29T17:50:20Z "AMQP-305 - Polish Reference Documentation"
2013-03-29T17:40:45Z "Merge pull request #91 from ghillert/AMQP-303"
2013-03-26T22:00:24Z "AMQP-303 - Improve Rules Compliance (Sonar)"
2013-03-26T13:56:35Z "Merge pull request #90 from ghillert/AMQP-302"
2013-03-26T13:55:25Z "AMQP-302 - Remove Warnings During Build with JDK7"
2013-03-25T17:21:34Z "Merge pull request #89 from ghillert/AMQP-304"
2013-03-25T17:19:43Z "AMQP-304 Close Rabbit Connections in Tests"
2013-03-22T20:49:04Z "AMQP-300 Add Jackson 2.x to What's New"
2013-03-22T20:40:21Z "Merge pull request #88 from aspan/AMQP-300"
2013-03-22T20:39:03Z "AMQP-300 Add Jackson2 Message Converter"
2013-03-21T21:02:33Z "AMQP-266 Fix Failing Tests"
2013-03-21T18:41:55Z "Merge pull request #85 from garyrussell/AMQP-266"
2013-03-21T18:40:18Z "AMQP-301 Remove Spring 3.1 Deprecations"
2013-03-21T18:37:36Z "AMQP-266/296/297 Allow Admin to Continue After Err"
2013-03-21T17:37:15Z "Merge pull request #87 from garyrussell/AMQP-294"
2013-03-21T17:35:04Z "AMQP-294 Remove Class and Package Tangles"
2013-03-20T22:04:44Z "Merge pull request #83 from garyrussell/AMQP-289"
2013-03-20T22:02:34Z "AMQP-289 Documentation Fixes"
2013-03-20T20:22:59Z "Merge pull request #86 from garyrussell/AMQP-298"
2013-03-08T19:32:05Z "AMQP-298 What's New Documentation"
2013-03-06T23:15:16Z "AMQP-283 Bump Rabbit Client to 3.0.3"
2013-03-04T21:39:09Z "Update Reference Manual Copyright (2013)"
2013-03-04T21:21:36Z "Merge pull request #82 from garyrussell/AMQP-282"
2013-03-04T19:24:58Z "AMQP-282 Log4j Appender - Configurable Charset"
2013-03-02T20:57:35Z "Merge pull request #81 from garyrussell/AMQP-281"
2013-03-02T20:56:24Z "AMQP-281 Shut Down Timer in AMQP Appender"
2013-03-02T20:49:39Z "Merge pull request #80 from garyrussell/AMQP-295"
2013-03-02T20:49:10Z "AMQP-295 Fix Version in QuickStart"
2013-01-29T17:41:08Z "Merge pull request #79 from ghillert/AMQP-293"
2013-01-29T16:18:15Z "AMQP-293 - Upgrade Gradle Wrapper to 1.4"
2013-01-04T21:29:46Z "Merge pull request #78 from garyrussell/AMQP-287"
2013-01-04T20:52:54Z "AMQP-283/284 Upgrade to RabbitMQ 3.0.0"
2012-11-27T19:36:54Z "AMQP-278 White Space Violations"
2012-11-06T21:39:21Z "AMQP-280 Fix Test Case Race Condition"
2012-11-06T18:33:42Z "Merge pull request #75 from garyrussell/AMQP-276+7"
2012-11-06T12:59:28Z "AMQP-277 Add DefaultType to DefaultClassMapper"
2012-11-06T12:31:53Z "AMQP-276 Rename spring-amqp-core to spring-amqp"
2012-11-05T22:10:40Z "Merge pull request #72 from garyrussell/AMQP-274"
2012-11-05T22:08:22Z "AMQP-274 Local Transaction Issues"
2012-11-05T21:17:36Z "AMQP-275 Reduce StopStart Test Size"
2012-11-05T19:14:56Z "Merge pull request #73 from garyrussell/AMQP-275a"
2012-11-05T19:10:35Z "AMQP-275 Physically Close Channel on Listener Stop"
2012-11-01T15:57:13Z "Merge pull request #74 from garyrussell/AMQP-240a"
2012-10-31T21:41:32Z "AMQP-240 Minor Doc Correction"
2012-10-31T21:14:46Z "Merge pull request #70 from garyrussell/AMQP-240"
2012-10-31T21:12:04Z "AMQP-240 Reference Docs for Confirms and Returns"
2012-10-30T15:21:15Z "Merge pull request #71 from garyrussell/AMQP-272"
2012-10-24T22:21:27Z "AMQP-272 Fix Typo In Method Name"
2012-10-24T17:28:08Z "Merge pull request #69 from garyrussell/AMQP-268"
2012-08-30T16:08:38Z "AMQP-268 Fix Appender MDC Properties"
2012-08-22T17:43:05Z "Merge pull request #64 from garyrussell/AMQP-256"
2012-08-22T17:39:38Z "AMQP-256 Add channel-transacted to SLC Namespace"
2012-08-22T17:31:59Z "Merge pull request #66 from garyrussell/AMQP-262"
2012-08-22T17:30:31Z "AMQP-262 ConcurrentExecutionException"
2012-08-22T16:02:04Z "Merge pull request #67 from garyrussell/AMQP-260"
2012-08-22T15:57:39Z "AMQP-260 Bind Channel With Local Transaction"
2012-07-26T13:09:43Z "Merge pull request #65 from dsyer/AMQP-261"
2012-07-26T12:54:19Z "AMQP-261: add brokerRunning @Rule to integration test"
2012-07-19T22:24:00Z "Merge pull request #63 from garyrussell/AMQP-252"
2012-07-19T22:10:13Z "AMQP-252 Remove System.out Call in Json Converter"
2012-07-19T21:59:01Z "Merge pull request #61 from garyrussell/AMQP-255"
2012-07-19T21:58:21Z "AMQP-255 Fix Multi Confirm with > 1 Listener"
2012-07-19T20:33:27Z "Merge pull request #62 from garyrussell/AMQP-254"
2012-07-19T19:24:25Z "AMQP-254 Add MessageId Advice"
2012-07-19T18:01:31Z "Merge pull request #50 from garyrussell/AMQP-249"
2012-07-19T18:00:36Z "AMQP-249 Fix Hanging Thread/Unacked Messages"
2012-07-18T19:35:54Z "Merge pull request #58 from jbrisbin/master"
2012-07-18T19:34:41Z "AMQP-242, AMQP-243: Appender Fixes"
2012-07-18T16:12:42Z "Merge pull request #52 from garyrussell/AMQP-250"
2012-07-18T16:11:46Z "AMQP-250 Template reply-queue Could Not be Anon."
2012-07-18T16:06:11Z "Merge pull request #55 from garyrussell/AMQP-251"
2012-07-18T16:05:23Z "AMQP-251 Update RabbitMQ Client to 2.8.4"
2012-07-18T15:46:12Z "Merge pull request #57 from garyrussell/AMQP-190"
2012-07-18T15:45:13Z "AMQP-190 Memory Leak With Tx and RabbitTemplate"
2012-07-18T00:24:04Z "Merge pull request #59 from garyrussell/AMQP-253"
2012-07-18T00:23:22Z "AMQP-253 Add Id Generation Option to AMQP Appender"
2012-07-12T20:25:16Z "Set Version to 1.2.0.BUILD-SNAPSHOT"
2012-07-03T16:29:04Z "Merge pull request #49 from garyrussell/AMQP-248"
2012-07-03T16:20:46Z "AMQP-248 Require Java 6 for 1.2.x"
2012-07-03T15:40:58Z "Merge pull request #48 from garyrussell/AMQP-247"
2012-07-03T15:13:12Z "AMQP-247 Queue ID/Name Documentation"
2012-06-27T19:35:14Z "Merge pull request #47 from ghillert/AMQP-246"
2012-06-27T19:33:10Z "AMQP-246 - Remove old POMs"
2012-06-19T15:11:20Z "Merge pull request #42 from ghillert/AMQP-83"
2012-06-19T15:09:34Z "AMQP-83 - Add Gradle Support"
2012-05-31T15:40:23Z "[maven-release-plugin] prepare for next development iteration"
2012-05-31T13:51:42Z "[maven-release-plugin] prepare release 1.1.1.RELEASE"
2012-05-31T13:51:08Z "Update git co-ordinates"
2012-05-30T17:32:18Z "Merge pull request #45 from garyrussell/AMQP-204"
2012-05-30T16:43:14Z "AMQP-204 Fix Typo in Class Comment"
