date,name_first_line
2014-06-10T14:10:28Z,"DATAREDIS-313 - Overhaul SCAN, HSCAN, SSCAN, ZSCAN operations."
2014-06-05T23:15:26Z,DATAREDIS-306 - Add support for ZSCAN.
2014-06-03T10:01:59Z,DATAREDIS-312 - Add travis-ci configuration.
2014-06-03T09:50:55Z,DATAREDIS-305 - Add support for HSCAN.
2014-06-02T06:27:43Z,DATAREDIS-296 - Upgrade jedis to recent version.
2014-05-28T16:24:37Z,DATAREDIS-309 - Refactor test profiles to support more than 2 versions.
2014-05-28T12:34:18Z,DATAREDIS-304 - Add support for SSCAN command.
2014-05-28T09:53:52Z,DATAREDIS-311 - Add test summary output to the build.
2014-05-23T12:07:11Z,DATAREDIS-290 - Add support for SCAN command.
2014-05-21T12:00:45Z,DATAREDIS-307 - Add missing reference documentation for managed transactions.
2014-05-20T17:43:57Z,DATAREDIS-301 - After release cleanups.
2014-05-20T16:49:51Z,DATAREDIS-301 - Prepare next development iteration.
2014-05-20T16:49:41Z,DATAREDIS-301 - Release version 1.3.0.RELEASE.
2014-05-20T14:26:45Z,DATAREDIS-301 - Prepare 1.3 GA.
2014-05-20T14:26:39Z,DATAREDIS-301 - Updated changelog.
2014-05-20T13:00:50Z,DATAREDIS-303 - Upgrade to Spring 3.2.9.
2014-05-20T09:32:24Z,DATAREDIS-302 - Undo breaking change in DecoratingStringHashMapper.
2014-05-19T07:59:06Z,DATAREDIS-299 - Assert compatibility with Spring IO.
2014-05-16T12:22:06Z,DATAREDIS-300 - Fix inconsistency with connection open() and close().
2014-05-05T11:03:43Z,DATAREDIS-292 - Updated change log for 1.3.0 M1.
2014-05-02T13:46:50Z,DATAREDIS-297 - After release cleanups.
2014-05-02T13:15:29Z,DATAREDIS-297 - Prepare next development iteration.
2014-05-02T13:15:26Z,DATAREDIS-297 - Release version 1.3.0.RC1.
2014-05-02T12:56:33Z,DATAREDIS-298 - Remove not needed jcl-over-slf4j compile dependency.
2014-05-02T12:41:27Z,DATAREDIS-297 - Prepared 1.3.0.RC1.
2014-05-02T12:41:00Z,DATAREDIS-297 - Updated changelog.
2014-04-30T14:38:55Z,DATAREDIS-297 - Improve changelog to make sure we can automate additions.
2014-04-29T11:23:20Z,DATAREDIS-226 - Syntax exceptions using lettuce should be reported immediately.
2014-04-25T11:53:36Z,DATAREDIS-73 - Add support for spring managed transactions.
2014-04-25T11:12:18Z,DATAREDIS-294 - TypedTuple should allow sorting using java sort().
2014-04-11T09:02:31Z,"DATAREDIS-293 - JedisConnection, allow bulk addition with same score."
2014-03-31T12:40:24Z,DATAREDIS-292 - Prepare next development iteration.
2014-03-31T12:40:22Z,DATAREDIS-292 - Release version 1.3.0.M1.
2014-03-31T11:39:27Z,DATAREDIS-292 - Prepare release 1.3.0 M1.
2014-03-26T13:00:16Z,DATAREDIS-289 - Avoid NPE in DefaultValueOperations#append() in case of pipelining or/and multi/exec calls.
2014-03-26T12:22:55Z,DATAREDIS-284 - Add support for zCard to ZSetOperations.
2014-03-26T12:15:33Z,DATAREDIS-277 - Add support for 'SLAVEOF'.
2014-03-26T11:54:38Z,DATAREDIS-287 - 'setBit' should return boolean value.
2014-03-26T11:42:09Z,DATAREDIS-268 - Add support for 'CLIENT LIST'.
2014-03-26T11:05:28Z,DATAREDIS-270 - Add support for 'CLIENT GETNAME'.
2014-03-26T10:44:01Z,DATAREDIS-269 - Add support for 'CLIENT SETNAME'.
2014-03-26T10:33:35Z,DATAREDIS-267 - Add support for 'CLIENT KILL'.
2014-03-24T10:29:53Z,DATAREDIS-286 - Avoid overflow in JedisConnection#expire / #pexpire.
2014-03-24T10:28:40Z,DATAREDIS-286 - Avoid overflow in JedisConnection#expire / #pexpire.
2014-03-20T12:07:05Z,DATAREDIS-261 - Upgrade to commons-pool2.
2014-03-20T11:49:41Z,DATAREDIS-184 - Add support for 'SAVE/NOSAVE' to shutdown.
2014-03-20T11:36:09Z,DATAREDIS-271 - Add support for 'pSetEx'.
2014-03-19T10:26:19Z,DATAREDIS-285 - LettuceConnection.execute should fully read response.
2014-03-13T05:33:37Z,DATAREDIS-283 - RedisCacheManager.loadCaches overrides already defined cache names in afterPropertiesSet().
2014-03-10T08:00:01Z,DATAREDIS-275 - Rename RedisServerCommands.bgWriteAof to bgReWriteAof.
2014-03-03T13:48:34Z,DATAREDIS-256 - Prepare next development iteration.
2014-03-03T13:36:06Z,DATAREDIS-282 - PubSubResubscribeTests should use jedis without pool.
2014-03-03T09:31:09Z,DATAREDIS-256 - Prepare 1.2 GA Release.
2014-02-27T12:54:14Z,DATAREDIS-279 - Update documentation
2014-02-19T11:36:35Z,DATAREDIS-262 - Prepare next development iteration.
2014-02-19T11:36:29Z,DATAREDIS-262 - Release version 1.2.0.RC1.
2014-02-19T09:40:32Z,DATAREDIS-262 - Prepare 1.2.0.RC1 release.
2014-02-19T09:08:56Z,DATAREDIS-259 - Upgrade Spring Framework to latest 3.2.x.
2014-02-18T09:35:30Z,DATAREDIS-266 - Update Documentation.
2014-02-18T09:14:46Z,DATAREDIS-206 - Add support for TIME operation.
2014-02-18T09:10:08Z,DATAREDIS-241 - Updated jedis to version 2.4.1.
2014-02-17T12:39:18Z,DATAREDIS-246 - RedisCacheManager.getCache() does not match the logical of CompositeCacheManager.
2014-02-12T09:33:59Z,DATAREDIS-265 - Update Java source and target compatibility to Java 6.
2014-02-12T09:25:50Z,DATAREDIS-264 - Update gradle version.
2014-02-06T17:33:58Z,DATAREDIS-259 - Upgrade to Spring 3.2.7.RELEASE.
2014-02-06T17:26:05Z,DATAREDIS-260 - Upgrade to jedis 2.3.1.
2014-02-06T08:54:24Z,DATAREDIS-166 - Corrupted i/o streams subscribing to both patterns and channels.
2014-02-05T17:22:27Z,DATAREDIS-170 - Cancel SubscriptionTask can leave connection open.
2014-02-05T08:50:32Z,DATAREDIS-188 - Infinite loop renaming a non-existent Collection when using Lettuce.
2014-01-28T09:55:12Z,DATAREDIS-254 - Clean up codebase to match spring-data conventions
2014-01-28T09:55:00Z,DATAREDIS-254 - Clean up codebase to match spring-data conventions
2014-01-23T08:54:40Z,DATAREDIS-257 - Shutdown the client when DefaultLettucePool is destroyed.
2014-01-20T13:23:18Z,DATAREDIS-242 - Listener Container start() Returns Before Container is Really Started.
2014-01-17T11:04:05Z,DATAREDIS-241 - Add a Jackson2 based RedisSerializer.
2014-01-16T13:34:02Z,DATAREDIS-237 - Upgrade to Jedis 2.2.1.
2014-01-16T12:43:36Z,DATAREDIS-251 - Fix tests to work against Redis 2.8.x.
2014-01-16T09:39:52Z,DATAREDIS-253 - Avoid usage of deprecated API.
2014-01-16T08:31:17Z,DATAREDIS-245 - Prevent Excessive Thread creation in tests.
2014-01-15T18:36:22Z,DATAREDIS-251 - Fix tests to work against Redis 2.8.x.
2014-01-15T18:22:25Z,DATAREDIS-245 - Prevent Excessive Thread creation in tests.
2014-01-15T11:43:19Z,DATAREDIS-250 - Upgrade to latest Spring Framework 3.2.x release.
2014-01-15T10:17:04Z,DATAREDIS-249 - Improve logging for tests in Gradle build.
2014-01-15T09:45:37Z,DATAREDIS-243 - Ensure compatibility with Spring Framework 4.0.
2014-01-15T09:38:32Z,DATAREDIS-245 - Prevent Excessive Thread creation in tests.
2014-01-15T09:38:17Z,DATAREDIS-248 - Fix generics in DecoratingStringHashMapper to be Java 8 compatible.
2014-01-13T16:24:11Z,DATAREDIS-247 - locale independent test execution.
2014-01-10T17:24:08Z,Updated README.md
2013-12-04T14:59:57Z,Prepare master branch for 1.2.0 development.
2013-09-09T14:26:50Z,Merge remote-tracking branch 'origin/1.1.0.RELEASE'
2013-09-09T13:54:41Z,[artifactory-release] Next development version
2013-09-09T13:54:36Z,[artifactory-release] Release version 1.1.0.RELEASE
2013-09-09T13:40:59Z,Update changelog for 1.1.0 release
2013-08-22T22:46:46Z,Next development iteration
2013-08-22T22:03:22Z,[artifactory-release] Release version 1.1.0.RC1
2013-08-22T21:45:07Z,Modify changelog for 1.1.0.RC1
2013-08-22T21:16:12Z,Minor enhancements to listener resubscribe
2013-08-22T21:09:16Z,Resubscribe message listener on connection failure
2013-08-21T19:38:02Z,"Revert ""Temp revert ""Lazily instantiate shared Lettuce connection"""""
2013-08-21T19:30:42Z,Do not return Jedis conns to pool after NPE
2013-08-20T23:57:49Z,Implement RedisMap concurrent remove and replace
2013-08-19T19:34:49Z,"Temp revert ""Lazily instantiate shared Lettuce connection"""
2013-08-16T22:21:25Z,Throw translated Exception on SRP conn failure
2013-08-16T22:15:33Z,Add password to SrpConnectionFactory
2013-08-16T21:20:30Z,Lazily instantiate shared Lettuce connection
2013-08-16T20:37:29Z,Reduce test execution time when runLongTests not set
2013-08-16T20:14:08Z,Make RedisTemplate use millisecond precision
2013-08-15T20:13:41Z,Fix MessageListenerAdapter sending msg instead of body
2013-08-06T17:39:24Z,Next development iteration
2013-08-06T16:16:35Z,[artifactory-release] Release version 1.1.0.M2
2013-08-05T23:52:40Z,Update changelog for version 1.1.0.M2
2013-08-05T23:07:14Z,Update scripting doc
2013-08-05T21:07:29Z,Update doc on usage of StringRedisConn in RedisCallbacks
2013-08-05T21:06:49Z,Update doc on usage of RedisTemplate without serializers
2013-08-05T20:53:52Z,Update pipeline and tx documentation
2013-08-05T17:54:36Z,Fix ambiguous constructors in DefaultRedisScript
2013-08-05T01:27:27Z,Add RedisAtomicDouble
2013-08-04T23:43:00Z,Add RedisTemplate methods for executing Redis scripts
2013-08-04T23:37:26Z,Fix Lettuce eval suppressing Exceptions in List return
2013-08-02T01:44:16Z,Add doc on minimally supported Redis version 2.4
2013-08-02T01:32:15Z,Support zRem with multiple values
2013-08-02T01:32:15Z,Support zAdd with multiple values
2013-08-02T01:32:14Z,Verify order of elements in LinkedHashSets
2013-08-02T01:32:14Z,Support sRem with multiple values
2013-08-02T01:32:14Z,Support sAdd with multiple values
2013-08-02T01:32:13Z,Ignore intermittently failing test until fixed
2013-08-02T01:32:13Z,Support rPush with multiple values
2013-08-02T01:32:13Z,Support lPush with multiple values
2013-08-02T01:32:13Z,Support hDel with multiple hash keys
2013-08-02T01:32:12Z,Make Long and Double test factories return unique vals
2013-07-31T20:25:26Z,Fix failing test
2013-07-31T20:11:24Z,Fix test failures
2013-07-31T16:18:55Z,Add tests of RedisTemplate with binary key/values
2013-07-31T01:31:27Z,Allow usage of RedisTemplate without serialization
2013-07-30T04:50:36Z,Improve test speed and add failure diagnostics
2013-07-30T04:23:53Z,Improve RedisTemplate test coverage
2013-07-30T04:23:53Z,Fix NPE on SRP sort with alpha not set
2013-07-30T04:23:53Z,Enable testing RedisTemplate with multiple serializers
2013-07-30T04:23:52Z,Enable JRedis Collections tests
2013-07-30T04:23:52Z,Add more opsForX test coverage
2013-07-30T04:23:51Z,Enable testing opsForX with multiple serializers
2013-07-29T04:00:08Z,Fix Jedis conns not returning to pool on failed select
2013-07-29T03:34:32Z,Remove 5 second wait starting MsgListenerContainer
2013-07-25T22:19:53Z,Fix javadoc warnings
2013-07-25T22:19:07Z,Add RedisTemplate executePipelined methods
2013-07-25T16:50:42Z,Fix incorrect doc on injection of opsForXXX
2013-07-24T23:30:17Z,Add deserialize of exec results to RedisTemplate
2013-07-24T23:05:39Z,Fix NPE on deserialize of Tuple values in tx/pipeline
2013-07-24T17:47:33Z,Do not deserialize StringRedisConn pipeline/tx results by default
2013-07-23T21:58:43Z,Make Lettuce return converted tx results
2013-07-23T21:37:03Z,Make SRP return converted tx results
2013-07-23T21:35:03Z,Make Jedis return converted tx results
2013-07-23T18:57:12Z,Convert tx results in DefaultStringRedisConnection
2013-07-23T02:28:24Z,Check FutureResult status field instead of instanceof
2013-07-23T02:05:37Z,Reduce instances of IdentityConverter in DefStringRedisConn
2013-07-22T20:59:02Z,Add missing zRevRangeByScore ops to StringRedisConnection
2013-07-22T19:32:54Z,Fix some tests not ignored on Redis 2.4
2013-07-22T19:32:37Z,Throw UnsupportedOpException on watch in tx in Lettuce
2013-07-22T19:32:02Z,Guard against NPEs on conversion of null values
2013-07-22T19:09:03Z,Fix Jedis ClassCastExceptions closing pipeline after tx
2013-07-19T19:06:34Z,SRP closePipeline should return List of tx results
2013-07-18T22:43:37Z,Lettuce closePipeline should return List of tx results
2013-07-18T22:37:52Z,Fix Lettuce setBit and setRange executing twice in pipeline
2013-07-17T21:39:12Z,Validate converted pipeline results in conn tests
2013-07-17T18:23:51Z,Add deserialize of pipeline results to DefaultStringRedisConnection
2013-07-16T21:05:42Z,Deprecate connection Utils in favor of Converters
2013-07-16T21:05:41Z,Convert SRP pipelined results to correct data type
2013-07-16T21:05:41Z,Convert Lettuce pipelined results to correct data type
2013-07-16T21:05:41Z,Convert Jedis pipelined results to correct data type
2013-07-16T21:05:40Z,Add FutureResult and common type converters for pipelined ops
2013-07-16T21:05:40Z,Change StringRedisConnection set store return types
2013-07-16T21:02:40Z,Fix StringRedisConnection not passed to callbacks in StringTemplate.execute()
2013-07-16T17:02:20Z,Test script load and flush in pipeline
2013-07-16T16:35:31Z,Fix SRP test timing issue
2013-07-16T16:34:58Z,Add connection integration tests
2013-07-16T01:05:10Z,Fix SRP exception on select in transaction
2013-07-15T21:34:43Z,Fix NPEs on Jedis closePipeline/exec after move
2013-07-15T20:49:37Z,Support null sortParams in Lettuce and SRP sort
2013-07-12T16:44:17Z,Fix DefaultStringRedisConnection not passing begin/end to bitCount method
2013-07-11T19:16:00Z,Fix IllegalMonitorStateException in RedisCache
2013-07-04T00:11:02Z,Fix conns wrapping UnsupportedOperationException 
2013-07-03T17:53:28Z,Upgrade to Gradle 1.6
2013-07-02T16:46:11Z,Next development iteration
2013-07-02T15:27:26Z,[artifactory-release] Release version 1.1.0.M1
2013-07-02T00:42:07Z,Lazily instantiate Lettuce dedicated connections
2013-07-01T19:51:39Z,Update documentation for 1.1.0.M1 release
2013-07-01T19:36:33Z,Add Javadoc HotFix Gradle plugin
2013-07-01T18:33:02Z,Support srandmember with negative count
2013-06-30T22:01:20Z,Upgrade to SRP 0.7
2013-06-30T20:00:42Z,Upgrade to Lettuce 2.3.3
2013-06-28T23:50:14Z,Add authentication to Lettuce conn factory and pool
2013-06-28T22:41:40Z,Remove passing both connection info and pool to LettuceConnFactory
2013-06-25T01:15:39Z,Add Redis 2.6 info(section) method to Connections
2013-06-25T00:31:47Z,Change mSetNX/multiSetIfAbsent return type to Boolean
2013-06-24T23:39:45Z,Add Redis 2.6 srandmember with count to SetOperations
2013-06-24T23:39:24Z,Add Redis 2.6 srandmember with count to Connections
2013-06-24T20:50:52Z,Add wrapper for GenericObjectPool.Config for Spring
2013-06-24T17:50:18Z,Allow Lettuce connection pool for dedicated conns
2013-06-24T17:27:11Z,Add Lettuce connection pool for non-shared conns
2013-06-24T17:27:11Z,Factor JredisPool to a common Pool interface
2013-06-22T01:52:02Z,Add scripting documentation
2013-06-20T04:52:34Z,Add Redis 2.6 scripting commands to Connections
2013-06-18T00:42:20Z,Fix decimal precision error in RedisMapTests
2013-06-18T00:16:45Z,Add Redis 2.6 incrbyfloat to ValueOperations
2013-06-17T23:26:10Z,Add Redis 2.6 hincrbyfloat to RedisMap and HashOperations
2013-06-17T22:06:55Z,Add Redis 2.6 incrBy/hincrBy float ops to Connections
2013-06-17T20:39:47Z,Add Redis 2.6 bitop and bitcount commands to Connections
2013-06-16T20:36:55Z,Only return JRedis conns to pool on conn Exceptions
2013-06-16T20:23:15Z,Add Redis 2.6 dump and restore commands to RedisTemplate
2013-06-16T20:20:52Z,Add Redis 2.6 dump and restore commands to Connections
2013-06-14T05:35:06Z,Return null from SRP exec if watched value modified
2013-06-13T22:25:12Z,Upgrade to SRP 0.6
2013-06-13T00:29:41Z,Add framework for running tests based on Redis version
2013-06-13T00:17:39Z,Utilize new SrpUtils asBoolean method
2013-06-12T21:03:00Z,Add Redis 2.6 millisecond expiration commands
2013-06-12T19:26:53Z,Refactor connection tests with waitFor method
2013-06-12T01:14:46Z,Make Jedis dependency optional
2013-06-12T01:02:07Z,Add default implementation of JredisPool
2013-06-12T00:56:25Z,Upgrade to JRedis master
2013-06-11T22:25:01Z,Remove RJC driver due to lack of Redis 2.6 support
2013-06-04T18:54:21Z,Wrap native Exceptions in LettuceConnectionFactory
2013-06-03T19:30:30Z,Update version to 1.1.0.BUILD-SNAPSHOT
2013-06-03T19:08:46Z,Merge pull request #10 from gregturn/DATAREDIS-190
2013-05-31T15:16:31Z,Add alternate constructor to MessageListenerAdapter
2013-05-30T18:05:03Z,Redis timeouts should not be converted to 0
2013-05-28T20:55:53Z,Fix Lettuce compareAndSet 
2013-05-26T21:59:50Z,Upgrade Lettuce to 2.3.2
2013-04-23T20:53:55Z,[artifactory-release] Next development version
2013-04-18T19:41:55Z,Update changelog
2013-04-18T19:13:11Z,Add documentation on Redis transactions
2013-04-18T00:37:39Z,Fix NPE in Lettuce sort
2013-04-17T17:03:09Z,Fix corrupt subscription connections return to pool
2013-04-17T03:14:49Z,Avoid NPE on LettuceConnectionFactory destroy
2013-04-17T03:14:05Z,Move common test functionality to helper classes
2013-04-15T21:27:28Z,Make LettuceConnectionFactory thread-safe
2013-04-13T03:15:35Z,Fix tests for Redis 2.6
2013-04-13T03:14:51Z,Fix SubscriptionConnectionTests timing issues
2013-04-12T18:01:18Z,Upgrade to SRP 0.5
2013-04-11T22:19:32Z,Fix SRP exec not returning results of commands 
2013-04-11T00:34:29Z,Add option to disable Lettuce connection sharing
2013-04-10T22:09:11Z,Share native connection between LettuceConnections
2013-04-10T00:29:53Z,Fix SRP zRevRangeByScore incorrect parameter ordering
2013-04-10T00:13:01Z,Fix Lettuce and RJC zRevRangeByScore incorrect parameter ordering
2013-04-05T06:29:42Z,Add back synchronization to avoid corrupted subscription input/output streams
2013-04-05T03:56:23Z,Add connection pool timeout to test
2013-04-04T21:59:51Z,Fix SubscriptionTask leaving open connections
2013-04-04T18:27:28Z,Fix messages not received if listening on channel and pattern
2013-04-02T23:54:48Z,Fix NPEs and incorrect results in several ops within a Lettuce transaction
2013-04-02T23:24:06Z,Ignore irrelevant tests of blocking ops in transactions
2013-04-02T22:49:56Z,Fix Jedis and RJC continuing to use pipeline after closed
2013-04-01T23:45:40Z,Fix Jedis brPop executes twice in a transaction
2013-04-01T23:44:51Z,Fix Jedis persist does not execute as part of a transaction
2013-04-01T23:34:17Z,Add tests for Jedis ops in transactions
2013-04-01T23:08:38Z,Fix JedisConnection execute does not return correct results
2013-04-01T17:32:12Z,Fix SRP zCount/zInterStore methods executing synchronously when pipelining
2013-04-01T17:28:45Z,Fix RJC ping executing synchronously while in pipeline
2013-04-01T17:27:39Z,Fix RJC zRevRangeWithScores returns incorrect results
2013-04-01T17:22:33Z,Fix Lettuce zCount/zInterStore ops executing synchronously while in pipeline
2013-04-01T17:17:19Z,Fix Lettuce exec to return null when pipelining
2013-04-01T17:07:32Z,Fix Jedis dbSize and flush ops executing synchronously while in pipeline or tx
2013-04-01T16:53:08Z,Fix NPE when deserializing a null Map
2013-03-31T18:09:25Z,Only run SRP getRange tests if Redis version >= 2.4
2013-03-31T18:06:26Z,Fix SRP continuing to use pipeline after closed
2013-03-31T18:04:13Z,Rename test context file for case-sensitivity
2013-03-31T17:02:21Z,Enable long-running tests via system property
2013-03-31T04:28:51Z,Add connection integration tests
2013-03-27T21:58:23Z,Modify connection tests to reuse connection factories
2013-03-27T21:55:01Z,Add RedisProperties Lettuce tests
2013-03-22T01:16:57Z,Fix JedisConnection transaction discard
2013-03-22T01:02:56Z,Fix Jredis sort to store results under new key
2013-03-20T22:07:42Z,Fix Lettuce and SRP blpop/brpop issues
2013-03-19T16:46:04Z,Merge branch 'DATAREDIS-117' of github.com:porcelijn/spring-data-redis into porcelijn-DATAREDIS-117
2013-03-19T10:15:59Z,Fix for (hash) increment treats long values as int
2013-03-14T23:41:09Z,Cleanup test application context
2013-03-14T23:39:46Z,Add missing client types to parameterized tests
2013-03-14T22:17:45Z,Clean up Connection integration tests
2013-03-14T22:10:47Z,Use connection pools in all tests
2013-03-14T21:52:44Z,Fix intermittent SRP Pub/Sub test failures
2013-03-08T21:27:28Z,Fix Connection Pub/Sub tests
2013-03-07T00:40:00Z,"Revert ""convertAndSend returns the nr of targeted channels"""
2013-02-13T16:16:06Z,next development version
2013-02-13T16:06:31Z,Release version 1.0.3.RELEASE
2013-02-13T15:58:33Z,remove invalid javadoc
2013-02-13T15:36:29Z,update changelog
2013-02-13T15:32:38Z,minor optimization to #del()
2013-02-11T15:21:08Z,disable section of the test
2013-02-11T15:14:56Z,make topic impl return their names (easier to dbg)
2013-02-11T15:13:28Z,fix incorrect opening of pipeline during multi
2013-02-11T14:01:00Z,add template constructor
2013-02-08T16:08:19Z,update changelog
2013-02-08T16:07:28Z,add missing methods + various pipeline fixes
2013-02-08T16:07:02Z,minor pipeline fix in Jedis
2013-02-08T16:06:44Z,several pipeline bug fixes for Lettuce driver
2013-02-08T15:22:09Z,update changelog
2013-02-08T09:16:53Z,update docbook plugin
2013-02-08T09:16:45Z,add Lettuce driver into the docs
2013-02-07T19:34:49Z,Merge branch 'lettuce'
2013-02-07T19:30:06Z,remove unused code + add NPE fix
2013-02-07T19:26:55Z,update OSGi manifest to include Lettuce & deps
2013-02-07T19:26:38Z,improve unsubscription of channels/patterns in LettuceSub
2013-02-07T19:17:50Z,properly unsubscribe from channels not patterns on unsub all
2013-02-07T19:17:26Z,properly cleanup listeners in Message Container
2013-02-07T19:16:50Z,properly close the underlying pubsub connection on (p)unsubscribe all
2013-02-07T18:19:39Z,add lettuce into the test batch
2013-02-07T18:10:10Z,add lettuce integration test
2013-02-07T18:09:53Z,fixes with closePipeline and pubsub
2013-02-07T15:52:17Z,add support for Lettuce Redis driver
2013-02-05T17:01:14Z,fix incorrect cast of BulkReply to byte[] in SprConnection
2013-02-05T16:58:16Z,add unimplemented method in StringRedisConnection
2013-02-05T16:47:49Z,add warning regarding RedisTemplate initialization
2013-02-05T16:47:49Z,update copyright years
2013-01-28T17:13:02Z,sync javadoc with impl on useprefix
2013-01-25T11:20:58Z,yet another test update
2013-01-25T10:48:00Z,update integration test
2013-01-25T09:12:51Z,test update
2013-01-25T08:57:26Z,improve Atomic integration tests
2013-01-25T08:57:04Z,improve conn handling when all subs are removed
2013-01-24T22:12:02Z,minor maven update
2013-01-24T22:11:47Z,remove listeners programatically in RMLContainer
2013-01-24T18:24:42Z,add hash/equals impl to Topic impl
2013-01-24T17:11:01Z,convertAndSend returns the nr of targeted channels
2013-01-23T17:32:39Z,update copyright header
2013-01-23T17:30:11Z,add multi-threaded test for AtomicInteger
2013-01-23T17:16:37Z,upgrade to Spring 3.1.4
2013-01-23T17:16:27Z,hopefully removed log4j dependency
2013-01-23T17:15:56Z,fix typo
2012-11-29T15:06:53Z,improve handling of staleness exception during connection init
2012-11-29T14:46:57Z,improve handling of SocketException for Jedis driver
2012-10-11T06:19:04Z,update readme and add contribute info
2012-10-10T18:20:30Z,bump version to dev
2012-10-10T18:08:47Z,Release version 1.0.2.RELEASE
2012-10-10T18:01:36Z,update changelog
2012-10-10T18:01:22Z,upgrade to gradle 1.2
2012-10-10T17:38:02Z,update changelog
2012-10-10T17:36:40Z,dependencies upgrade
2012-09-24T18:02:27Z,add concurrency fix
2012-09-24T17:58:11Z,add offset/count methods to ZSetOperations
2012-08-20T15:44:32Z,remove useless public abstract from interface
2012-08-14T15:37:34Z,disable test (until we figure why a build passes while another fails)
2012-08-14T15:18:44Z,improve test for CI server
2012-08-14T14:30:49Z,polish REDIS-102
2012-08-14T13:52:57Z,Merge pull request #5 from xpoft/master
2012-08-13T15:19:03Z,Merge pull request #3 from bm3780/patch-1
2012-08-13T05:17:41Z,+ set usePrefix
2012-08-10T18:04:39Z,add pipeline/multi-exec/NPE checks
2012-08-09T10:46:58Z,clarify collection behavior with pipelined connection
2012-07-19T18:50:23Z,Merge pull request #4 from jbrisbin/master
2012-07-19T18:38:24Z,DATAREDIS-77 Fix for not passing the message channel to message listeners.
2012-07-04T07:19:33Z,update readme
2012-07-01T18:56:04Z,"prefix should use delimiter specified from constructor if possible, otherwise default to using a colon as the delimiter"
2012-06-27T12:54:33Z,bump dev version
2012-06-27T12:52:36Z,Merge tag 'v1.0.1.RELEASE'
2012-06-27T11:14:29Z,Release version 1.0.1.RELEASE
2012-06-27T11:00:08Z,fix line wrapping
2012-06-27T10:52:17Z,update old readme
2012-06-27T10:35:04Z,make SRP driver optional
2012-06-27T09:58:54Z,various code improvements to reduce compiler warnings
2012-06-27T08:03:59Z,update changelog
2012-06-27T08:02:36Z,change HashOps#multiGet/#values return Collection->List
2012-06-26T19:02:34Z,upgrade changelog
2012-06-26T18:39:40Z,add docs on SRP connector
2012-06-26T18:19:45Z,clarify passing of channel
2012-06-26T17:54:57Z,re-add bundlor plugin
2012-06-25T18:48:27Z,add more tests for pipeline execution
2012-06-25T18:21:26Z,Merge branch 'pipeline-exception'
2012-06-25T18:20:58Z,fix bug that return an empty list for #closePipeline
2012-06-25T17:46:06Z,finish closePipeline for Srp
2012-06-25T17:33:17Z,add tracking of futures to Srp connection
2012-06-25T16:49:20Z,add pipeline exception for Rjc
2012-06-25T16:06:12Z,handle exceptions of native execution
2012-06-22T07:44:07Z,another formatting fix
2012-06-22T07:43:15Z,fix readme
2012-06-22T07:28:32Z,force result for Srp#exec when not in pipeline
2012-06-21T19:35:36Z,fix groupId
2012-06-21T19:07:57Z,small gradle build update
2012-06-21T19:05:13Z,update gradle wrapper to 1.0
2012-06-21T18:47:08Z,remove sample section
2012-06-21T18:45:21Z,update build system to Gradle 1.0 and latest plugin
2012-06-21T17:58:26Z,fix double invocation of listeners implementing intf
2012-06-21T17:51:11Z,project cleanup
2012-06-21T17:41:11Z,Merge branch 'srp'
2012-06-21T17:40:36Z,add native execution for Srp connection
2012-06-21T17:05:41Z,Merge branch 'master' into srp
2012-06-21T16:56:41Z,Merge branch 'native_execute'
2012-06-21T15:35:13Z,add execute native for RjcConnection
2012-06-21T14:34:35Z,improve array check
2012-06-21T14:33:54Z,add disambiguating method on StringRedisConnection
2012-06-21T14:33:31Z,add jredis implementation for execute native
2012-06-21T14:11:46Z,add native execute for JedisConnection
2012-06-21T11:40:18Z,make use of repo.springsource.org
2012-06-21T11:40:05Z,fix bug in closing the pipeline
2012-06-21T11:26:34Z,simplify binding of Redis connections
2012-06-19T16:20:41Z,fix incorrect pipeline condition in JedisConnection
2012-06-19T16:12:39Z,make internal class protected
2012-05-23T18:09:54Z,remove Eclipse files since they are not portable
2012-05-23T18:08:18Z,upgrade to Jedis 2.1.0 incl. prev unsupported methods
2012-05-23T17:45:59Z,Merge branch 'DATAREDIS-86'
2012-05-23T17:37:43Z,ZSetOps#removeRange* return the # of elements removed
2012-05-23T17:35:17Z,Make Template Set *storeOps() return the resulting set size
2012-05-23T17:32:34Z,Make Template Set *storeOps() return the resulting set size
2012-05-23T17:29:06Z,make set *store ops to return the resulting set size
2012-05-23T17:12:09Z,remove caching of serializers in abstractOps
2012-05-23T16:29:04Z,add test exclusion to avoid RJC bug for incr(by)
2012-05-23T15:38:23Z,ValueOps#increment properly handles negative vals
2012-05-23T15:10:54Z,switch params in ZSetOperations#intersectAndStore
2012-05-23T15:05:49Z,fix connection.setBit()
2012-05-23T15:04:06Z,fix connection.setBit()
2012-04-04T06:25:58Z,build against SRP 0.2 version - all tests pass
2012-04-03T19:50:47Z,update client driver - pretty much working...
2012-04-03T13:04:38Z,update to latest SRP version
2012-04-02T07:38:21Z,integrate the latest srp updates
2012-04-01T16:53:28Z,update to srp 0.2 snapshot
2012-03-30T12:34:43Z,fix casting problems with varargs
2012-03-30T11:42:34Z,first draft for SPRP driver
2012-03-29T15:58:46Z,update docs
2012-03-29T15:35:52Z,translate only JedisException inside PET
