date,summary
2016-07-14T15:17:14Z,SpEL evaluator cannot convert LocalDate to String
2016-07-14T15:15:11Z,CronSequenceGenerator causes StackOverflowError with reversed range values
2016-07-14T10:56:31Z,MultipartResolutionDelegate in Servlet 2.5 environments not working correctly
2016-07-12T23:32:32Z,Flush exception translation not working anymore with Hibernate 5.2
2016-07-12T18:46:18Z,MethodBasedEvaluationContext.lazyLoadArguments() execution fails for empty variable arguments call
2016-07-11T14:38:37Z,Problem when DeferredResult set before controller's method returns it
2016-07-10T13:51:13Z,Regression: TestContextManager no longer tracks after-class exception with log level lower than WARN
2016-07-09T04:25:33Z,Hibernate bootstrap fails for Hibernate 5.1 and Spring 4.2.6
2016-07-08T17:34:21Z,NoOpCacheManager and @Cacheable(sync=true)
2016-07-08T16:44:42Z,SSE: Terminating chunk not sent using tomcat >= 8.0.35
2016-07-07T17:43:58Z,UriTemplate and restTemplate don't url encode the Hash-sign (#)
2016-07-06T22:02:46Z,MethodParameter should not be equal to SynthesizingMethodParameter
